lemma	new_para	clitics
rivittäin	PCLE_TYHMÄSTI	opt
rodullisesti	PCLE_NOPEASTI	opt
rohkeasti	PCLE_NOPEASTI	opt
roimasti	PCLE_NOPEASTI	opt
roistomaisesti	PCLE_NOPEASTI	opt
romahdusmaisesti	PCLE_NOPEASTI	opt
romanttisesti	PCLE_NOPEASTI	opt
ronskisti	PCLE_NOPEASTI	opt
rosoisesti	PCLE_NOPEASTI	opt
ruhtinaallisesti	PCLE_NOPEASTI	opt
rumasti	PCLE_NOPEASTI	opt
runollisesti	PCLE_NOPEASTI	opt
runsaasti	PCLE_NOPEASTI	opt
runsaskätisesti	PCLE_TYHMÄSTI	opt
runsaslukuisesti	PCLE_NOPEASTI	opt
ruotsalaisittain	PCLE_NOPEASTI	opt
ruotsinvoittoisesti	PCLE_NOPEASTI	opt
rutiiniluonteisesti	PCLE_NOPEASTI	opt
rutiinimaisesti	PCLE_NOPEASTI	opt
rutkasti	PCLE_NOPEASTI	opt
rutosti	PCLE_NOPEASTI	opt
ruuduittain	PCLE_NOPEASTI	opt
ruumiillisesti	PCLE_NOPEASTI	opt
ryhdikkäästi	PCLE_TYHMÄSTI	opt
ryhdittömästi	PCLE_TYHMÄSTI	opt
ryhmittäin	PCLE_TYHMÄSTI	opt
rykelmittäin	PCLE_TYHMÄSTI	opt
ryppyotsaisesti	PCLE_NOPEASTI	opt
rytmikkäästi	PCLE_TYHMÄSTI	opt
rytmillisesti	PCLE_TYHMÄSTI	opt
rytmisesti	PCLE_TYHMÄSTI	opt
räikeästi	PCLE_TYHMÄSTI	opt
räiskyvästi	PCLE_TYHMÄSTI	opt
räjähdysmäisesti	PCLE_TYHMÄSTI	opt
räkäisesti	PCLE_TYHMÄSTI	opt
rämeästi	PCLE_TYHMÄSTI	opt
rämäkästi	PCLE_TYHMÄSTI	opt
rämäpäisesti	PCLE_TYHMÄSTI	opt
räväkästi	PCLE_TYHMÄSTI	opt
räävittömästi	PCLE_TYHMÄSTI	opt
rääväsuisesti	PCLE_NOPEASTI	opt
römeästi	PCLE_TYHMÄSTI	opt
röyhkeästi	PCLE_TYHMÄSTI	opt
röykkiöittäin	PCLE_TYHMÄSTI	opt
saakelisti	PCLE_NOPEASTI	opt
saakuristi	PCLE_NOPEASTI	opt
saamaristi	PCLE_NOPEASTI	opt
saatanasti	PCLE_NOPEASTI	opt
sadasti	PCLE_NOPEASTI	opt
sadistisesti	PCLE_NOPEASTI	opt
sadoittain	PCLE_NOPEASTI	opt
sadunomaisesti	PCLE_NOPEASTI	opt
saidasti	PCLE_NOPEASTI	opt
sairaalloisesti	PCLE_NOPEASTI	opt
sairaasti	PCLE_NOPEASTI	opt
salaisesti	PCLE_NOPEASTI	opt
salakavalasti	PCLE_NOPEASTI	opt
salakähmäisesti	PCLE_TYHMÄSTI	opt
salamannopeasti	PCLE_NOPEASTI	opt
salamyhkäisesti	PCLE_TYHMÄSTI	opt
salaperäisesti	PCLE_TYHMÄSTI	opt
salavihkaisesti	PCLE_NOPEASTI	opt
sallivasti	PCLE_NOPEASTI	opt
salonkikelpoisesti	PCLE_NOPEASTI	opt
samanaikaisesti	PCLE_NOPEASTI	opt
samankaltaisesti	PCLE_NOPEASTI	opt
samankeskisesti	PCLE_NOPEASTI	opt
samansuuntaisesti	PCLE_NOPEASTI	opt
samperisti	PCLE_NOPEASTI	opt
-sanaisesti	PCLE_NOPEASTI	opt
sanallisesti	PCLE_NOPEASTI	opt
sananmukaisesti	PCLE_NOPEASTI	opt
sanatarkasti	PCLE_NOPEASTI	opt
sanattomasti	PCLE_NOPEASTI	opt
sankarillisesti	PCLE_NOPEASTI	opt
sankasti	PCLE_NOPEASTI	opt
sanomattomasti	PCLE_NOPEASTI	opt
sanottavasti	PCLE_NOPEASTI	opt
sapekkaasti	PCLE_NOPEASTI	opt
sarjoittain	PCLE_NOPEASTI	opt
sarkastisesti	PCLE_NOPEASTI	opt
satakertaisesti	PCLE_NOPEASTI	opt
sataprosenttisesti	PCLE_NOPEASTI	opt
satavuotisesti	PCLE_NOPEASTI	opt
sattumanvaraisesti	PCLE_NOPEASTI	opt
sattuvasti	PCLE_NOPEASTI	opt
satunnaisesti	PCLE_NOPEASTI	opt
saumattomasti	PCLE_NOPEASTI	opt
savolaisittain	PCLE_NOPEASTI	opt
seestyneesti	PCLE_TYHMÄSTI	opt
seikkaperäisesti	PCLE_TYHMÄSTI	opt
seitsemästi	PCLE_TYHMÄSTI	opt
sekaisesti	PCLE_NOPEASTI	opt
sekapäisesti	PCLE_TYHMÄSTI	opt
sekasortoisesti	PCLE_NOPEASTI	opt
sekavasti	PCLE_NOPEASTI	opt
seksikkäästi	PCLE_TYHMÄSTI	opt
seksuaalisesti	PCLE_NOPEASTI	opt
sekularistisesti	PCLE_NOPEASTI	opt
sekundaarisesti	PCLE_NOPEASTI	opt
sekundaaristi	PCLE_NOPEASTI	opt
selektiivisesti	PCLE_TYHMÄSTI	opt
selittäin	PCLE_TYHMÄSTI	opt
selittämättömästi	PCLE_TYHMÄSTI	opt
selkeästi	PCLE_TYHMÄSTI	opt
-selkäisesti	PCLE_TYHMÄSTI	opt
selkärangattomasti	PCLE_NOPEASTI	opt
selväkielisesti	PCLE_TYHMÄSTI	opt
selvänäköisesti	PCLE_TYHMÄSTI	opt
selväpiirteisesti	PCLE_TYHMÄSTI	opt
selväsanaisesti	PCLE_NOPEASTI	opt
selvästi	PCLE_TYHMÄSTI	opt
sensijaan	PCLE_VALTAAN	opt
sensitiivisesti	PCLE_TYHMÄSTI	opt
sentimentaalisesti	PCLE_NOPEASTI	opt
separatistisesti	PCLE_NOPEASTI	opt
seremoniallisesti	PCLE_NOPEASTI	opt
sesonkiluonteisesti	PCLE_NOPEASTI	opt
setämäisesti	PCLE_TYHMÄSTI	opt
seudullisesti	PCLE_NOPEASTI	opt
seuraavasti	PCLE_NOPEASTI	opt
seuranhaluisesti	PCLE_NOPEASTI	opt
siedettävästi	PCLE_TYHMÄSTI	opt
siekailemattomasti	PCLE_NOPEASTI	opt
sielukkaasti	PCLE_NOPEASTI	opt
sielullisesti	PCLE_NOPEASTI	opt
sietämättömästi	PCLE_TYHMÄSTI	opt
sievästi	PCLE_TYHMÄSTI	opt
siirtyvästi	PCLE_TYHMÄSTI	opt
siististi	PCLE_TYHMÄSTI	opt
siivosti	PCLE_NOPEASTI	opt
siivottomasti	PCLE_NOPEASTI	opt
sikamaisesti	PCLE_NOPEASTI	opt
sikeästi	PCLE_TYHMÄSTI	opt
siksi	PCLE_LISÄKSI	opt
sileästi	PCLE_TYHMÄSTI	opt
silleen	PCLE_NÄKYVIIN	opt
silloin	PCLE_VALTAAN	opt
silmiinpistävästi	PCLE_TYHMÄSTI	opt
silminnähtävästi	PCLE_TYHMÄSTI	opt
silmittömästi	PCLE_TYHMÄSTI	opt
-silmäisesti	PCLE_TYHMÄSTI	opt
silmämääräisesti	PCLE_TYHMÄSTI	opt
siloisesti	PCLE_NOPEASTI	opt
simppelisti	PCLE_TYHMÄSTI	opt
simultaanisesti	PCLE_NOPEASTI	opt
simultaanisti	PCLE_NOPEASTI	opt
sinisilmäisesti	PCLE_TYHMÄSTI	opt
sinnikkäästi	PCLE_TYHMÄSTI	opt
sisarellisesti	PCLE_NOPEASTI	opt
sisukkaasti	PCLE_NOPEASTI	opt
sisäisesti	PCLE_TYHMÄSTI	opt
sisällisesti	PCLE_TYHMÄSTI	opt
sisäpoliittisesti	PCLE_NOPEASTI	opt
sisättäin	PCLE_TYHMÄSTI	opt
siten	PCLE_NÄKYVIIN	opt
sitkaasti	PCLE_NOPEASTI	opt
sitkeästi	PCLE_TYHMÄSTI	opt
sitovasti	PCLE_NOPEASTI	opt
siveellisesti	PCLE_TYHMÄSTI	opt
siveettömästi	PCLE_TYHMÄSTI	opt
siveästi	PCLE_TYHMÄSTI	opt
sivistymättömästi	PCLE_TYHMÄSTI	opt
sivistyneesti	PCLE_TYHMÄSTI	opt
sivuittain	PCLE_NOPEASTI	opt
sivuttain	PCLE_NOPEASTI	opt
skeptisesti	PCLE_TYHMÄSTI	opt
skitsofreenisesti	PCLE_NOPEASTI	opt
snobistisesti	PCLE_NOPEASTI	opt
soinnikkaasti	PCLE_NOPEASTI	opt
soinnillisesti	PCLE_NOPEASTI	opt
soinnittomasti	PCLE_NOPEASTI	opt
soinnukkaasti	PCLE_NOPEASTI	opt
soinnullisesti	PCLE_NOPEASTI	opt
sokeasti	PCLE_NOPEASTI	opt
solidaarisesti	PCLE_NOPEASTI	opt
somasti	PCLE_NOPEASTI	opt
sopimattomasti	PCLE_NOPEASTI	opt
sopivasti	PCLE_NOPEASTI	opt
sopuisasti	PCLE_NOPEASTI	opt
sopusointuisesti	PCLE_NOPEASTI	opt
sopusuhtaisesti	PCLE_NOPEASTI	opt
soreasti	PCLE_NOPEASTI	opt
sosiaalisesti	PCLE_NOPEASTI	opt
sotaisasti	PCLE_NOPEASTI	opt
sotaisesti	PCLE_NOPEASTI	opt
sotilaallisesti	PCLE_NOPEASTI	opt
sotilaspoliittisesti	PCLE_NOPEASTI	opt
sotkuisesti	PCLE_NOPEASTI	opt
sovinistisesti	PCLE_NOPEASTI	opt
sovinnaisesti	PCLE_NOPEASTI	opt
sovinnollisesti	PCLE_NOPEASTI	opt
sovittelevasti	PCLE_NOPEASTI	opt
spatiaalisesti	PCLE_NOPEASTI	opt
spontaanisti	PCLE_NOPEASTI	opt
sporadisesti	PCLE_NOPEASTI	opt
sporttisesti	PCLE_NOPEASTI	opt
staattisesti	PCLE_NOPEASTI	opt
stereotyyppisesti	PCLE_TYHMÄSTI	opt
steriilisti	PCLE_TYHMÄSTI	opt
stoalaisesti	PCLE_NOPEASTI	opt
strategisesti	PCLE_NOPEASTI	opt
strukturalistisesti	PCLE_NOPEASTI	opt
subjektiivisesti	PCLE_NOPEASTI	opt
suggestiivisesti	PCLE_NOPEASTI	opt
suhteellisesti	PCLE_NOPEASTI	opt
suhteellisuudentajuisesti	PCLE_NOPEASTI	opt
suhteettomasti	PCLE_NOPEASTI	opt
sujuvasti	PCLE_NOPEASTI	opt
sukkelasti	PCLE_NOPEASTI	opt
sukupuolisesti	PCLE_NOPEASTI	opt
sulavasti	PCLE_NOPEASTI	opt
suloisesti	PCLE_NOPEASTI	opt
sulokkaasti	PCLE_NOPEASTI	opt
sulosti	PCLE_NOPEASTI	opt
summaarisesti	PCLE_NOPEASTI	opt
summattomasti	PCLE_NOPEASTI	opt
summittain	PCLE_NOPEASTI	opt
summittaisesti	PCLE_NOPEASTI	opt
suomalaisesti	PCLE_NOPEASTI	opt
suomalaisittain	PCLE_NOPEASTI	opt
suonensisäisesti	PCLE_TYHMÄSTI	opt
suopeasti	PCLE_NOPEASTI	opt
suoranaisesti	PCLE_NOPEASTI	opt
suorasti	PCLE_NOPEASTI	opt
suorasukaisesti	PCLE_NOPEASTI	opt
suoraviivaisesti	PCLE_NOPEASTI	opt
suosiollisesti	PCLE_NOPEASTI	opt
suotuisasti	PCLE_NOPEASTI	opt
supisuomalaisesti	PCLE_NOPEASTI	opt
suppeasti	PCLE_NOPEASTI	opt
surkeasti	PCLE_NOPEASTI	opt
surullisesti	PCLE_NOPEASTI	opt
surumielisesti	PCLE_TYHMÄSTI	opt
suruttomasti	PCLE_NOPEASTI	opt
sutjakasti	PCLE_NOPEASTI	opt
suulaasti	PCLE_NOPEASTI	opt
suullisesti	PCLE_NOPEASTI	opt
suunnattomasti	PCLE_NOPEASTI	opt
suunnilleen	PCLE_VALTAAN	opt
suunnitelmallisesti	PCLE_NOPEASTI	opt
suunnittelemattomasti	PCLE_NOPEASTI	opt
suuntaisesti	PCLE_NOPEASTI	opt
suurellisesti	PCLE_TYHMÄSTI	opt
suurenmoisesti	PCLE_NOPEASTI	opt
suuresti	PCLE_NOPEASTI	opt
suurieleisesti	PCLE_TYHMÄSTI	opt
suurisanaisesti	PCLE_NOPEASTI	opt
suurisuisesti	PCLE_NOPEASTI	opt
suurisuuntaisesti	PCLE_NOPEASTI	opt
suuriäänisesti	PCLE_TYHMÄSTI	opt
suurpiirteisesti	PCLE_TYHMÄSTI	opt
suvaitsemattomasti	PCLE_NOPEASTI	opt
suvaitsevaisesti	PCLE_NOPEASTI	opt
suvaitsevasti	PCLE_NOPEASTI	opt
suvereenisesti	PCLE_NOPEASTI	opt
suvereenisti	PCLE_NOPEASTI	opt
suvuittain	PCLE_NOPEASTI	opt
suvullisesti	PCLE_NOPEASTI	opt
suvuttomasti	PCLE_NOPEASTI	opt
sydämellisesti	PCLE_TYHMÄSTI	opt
sydämettömästi	PCLE_TYHMÄSTI	opt
sylittäin	PCLE_TYHMÄSTI	opt
symbioottisesti	PCLE_NOPEASTI	opt
symbolisesti	PCLE_NOPEASTI	opt
symmetrisesti	PCLE_TYHMÄSTI	opt
sympaattisesti	PCLE_NOPEASTI	opt
synkästi	PCLE_TYHMÄSTI	opt
synnillisesti	PCLE_TYHMÄSTI	opt
synnynnäisesti	PCLE_TYHMÄSTI	opt
synteettisesti	PCLE_TYHMÄSTI	opt
syntisesti	PCLE_TYHMÄSTI	opt
-syntyisesti	PCLE_TYHMÄSTI	opt
syrjittäin	PCLE_TYHMÄSTI	opt
systeemisesti	PCLE_TYHMÄSTI	opt
systemaattisesti	PCLE_NOPEASTI	opt
sysäyksittäin	PCLE_TYHMÄSTI	opt
syvällisesti	PCLE_TYHMÄSTI	opt
syvästi	PCLE_TYHMÄSTI	opt
syyttömästi	PCLE_TYHMÄSTI	opt
sähköisesti	PCLE_TYHMÄSTI	opt
sähäkästi	PCLE_TYHMÄSTI	opt
säkeittäin	PCLE_TYHMÄSTI	opt
säntillisesti	PCLE_TYHMÄSTI	opt
särmikkäästi	PCLE_TYHMÄSTI	opt
säteittäin	PCLE_TYHMÄSTI	opt
säteittäisesti	PCLE_TYHMÄSTI	opt
sävyisesti	PCLE_TYHMÄSTI	opt
sävyisästi	PCLE_TYHMÄSTI	opt
säyseästi	PCLE_TYHMÄSTI	opt
säädyllisesti	PCLE_TYHMÄSTI	opt
säädyttömästi	PCLE_TYHMÄSTI	opt
säälimättömästi	PCLE_TYHMÄSTI	opt
säällisesti	PCLE_TYHMÄSTI	opt
säännöllisesti	PCLE_TYHMÄSTI	opt
säännönmukaisesti	PCLE_NOPEASTI	opt
säännöttömästi	PCLE_TYHMÄSTI	opt
säästeliäästi	PCLE_TYHMÄSTI	opt
säästäväisesti	PCLE_TYHMÄSTI	opt
-säätöisesti	PCLE_TYHMÄSTI	opt
söpösti	PCLE_TYHMÄSTI	opt
söötisti	PCLE_TYHMÄSTI	opt
taajasti	PCLE_NOPEASTI	opt
taantumuksellisesti	PCLE_NOPEASTI	opt
taatusti	PCLE_NOPEASTI	opt
tahallisesti	PCLE_NOPEASTI	opt
tahattomasti	PCLE_NOPEASTI	opt
tahdikkaasti	PCLE_NOPEASTI	opt
tahdittomasti	PCLE_NOPEASTI	opt
tahmeasti	PCLE_NOPEASTI	opt
taianomaisesti	PCLE_NOPEASTI	opt
taidehistoriallisesti	PCLE_NOPEASTI	opt
taidokkaasti	PCLE_NOPEASTI	opt
taidollisesti	PCLE_NOPEASTI	opt
taidottomasti	PCLE_NOPEASTI	opt
taikauskoisesti	PCLE_NOPEASTI	opt
taipuisasti	PCLE_NOPEASTI	opt
taitamattomasti	PCLE_NOPEASTI	opt
taitavasti	PCLE_NOPEASTI	opt
taiteellisesti	PCLE_NOPEASTI	opt
taiturillisesti	PCLE_NOPEASTI	opt
taiturimaisesti	PCLE_NOPEASTI	opt
taivaallisesti	PCLE_NOPEASTI	opt
tajuisesti	PCLE_NOPEASTI	opt
tajuttomasti	PCLE_NOPEASTI	opt
takapajuisesti	PCLE_NOPEASTI	opt
takaperoisesti	PCLE_NOPEASTI	opt
takkuisesti	PCLE_NOPEASTI	opt
taktisesti	PCLE_NOPEASTI	opt
taloudellisesti	PCLE_NOPEASTI	opt
tanakasti	PCLE_NOPEASTI	opt
tanttamaisesti	PCLE_NOPEASTI	opt
tapaisesti	PCLE_NOPEASTI	opt
tapaturmaisesti	PCLE_NOPEASTI	opt
tapauksittain	PCLE_NOPEASTI	opt
tappiollisesti	PCLE_NOPEASTI	opt
tarkalleen	PCLE_VALTAAN	opt
tarkasti	PCLE_NOPEASTI	opt
tarkkaamattomasti	PCLE_NOPEASTI	opt
tarkkaavaisesti	PCLE_NOPEASTI	opt
tarkkaavasti	PCLE_NOPEASTI	opt
tarkkakätisesti	PCLE_TYHMÄSTI	opt
tarkkanäköisesti	PCLE_TYHMÄSTI	opt
tarkkasilmäisesti	PCLE_TYHMÄSTI	opt
tarkoituksellisesti	PCLE_NOPEASTI	opt
tarkoituksenmukaisesti	PCLE_NOPEASTI	opt
tarkoituksettomasti	PCLE_NOPEASTI	opt
tarkoitushakuisesti	PCLE_NOPEASTI	opt
tarmokkaasti	PCLE_NOPEASTI	opt
tarpeettomasti	PCLE_NOPEASTI	opt
tarunomaisesti	PCLE_NOPEASTI	opt
tasa-arvoisesti	PCLE_NOPEASTI	opt
tasaisesti	PCLE_NOPEASTI	opt
tasajatkuisesti	PCLE_NOPEASTI	opt
tasamittaisesti	PCLE_NOPEASTI	opt
tasapainoisesti	PCLE_NOPEASTI	opt
tasapainottomasti	PCLE_NOPEASTI	opt
tasapaksusti	PCLE_NOPEASTI	opt
tasapuolisesti	PCLE_NOPEASTI	opt
tasapäisesti	PCLE_TYHMÄSTI	opt
tasasuhtaisesti	PCLE_NOPEASTI	opt
tasatahtisesti	PCLE_NOPEASTI	opt
tasavaltaisesti	PCLE_NOPEASTI	opt
tasaveroisesti	PCLE_NOPEASTI	opt
tasavertaisesti	PCLE_NOPEASTI	opt
tasaväkisesti	PCLE_TYHMÄSTI	opt
tauottomasti	PCLE_NOPEASTI	opt
tautisesti	PCLE_NOPEASTI	opt
tavallaan	PCLE_VALTAAN	opt
tavallisesti	PCLE_NOPEASTI	opt
tavanmukaisesti	PCLE_NOPEASTI	opt
tavanomaisesti	PCLE_NOPEASTI	opt
tavattomasti	PCLE_NOPEASTI	opt
tavoitteellisesti	PCLE_NOPEASTI	opt
teatraalisesti	PCLE_NOPEASTI	opt
teennäisesti	PCLE_TYHMÄSTI	opt
teeskentelemättömästi	PCLE_TYHMÄSTI	opt
tehdasmaisesti	PCLE_NOPEASTI	opt
-tehoisesti	PCLE_NOPEASTI	opt
tehokkaasti	PCLE_NOPEASTI	opt
tehottomasti	PCLE_NOPEASTI	opt
teikäläisittäin	PCLE_TYHMÄSTI	opt
teknisesti	PCLE_TYHMÄSTI	opt
tekohurskaasti	PCLE_NOPEASTI	opt
-tekoisesti	PCLE_NOPEASTI	opt
tekopyhästi	PCLE_TYHMÄSTI	opt
teleskooppisesti	PCLE_NOPEASTI	opt
teollisesti	PCLE_NOPEASTI	opt
teoreettisesti	PCLE_NOPEASTI	opt
terhakasti	PCLE_NOPEASTI	opt
terhakkaasti	PCLE_NOPEASTI	opt
terveellisesti	PCLE_TYHMÄSTI	opt
terveesti	PCLE_TYHMÄSTI	opt
tervehenkisesti	PCLE_TYHMÄSTI	opt
teräväjärkisesti	PCLE_TYHMÄSTI	opt
teräväkatseisesti	PCLE_NOPEASTI	opt
teräväkielisesti	PCLE_TYHMÄSTI	opt
terävänäköisesti	PCLE_TYHMÄSTI	opt
teräväsanaisesti	PCLE_NOPEASTI	opt
terävästi	PCLE_TYHMÄSTI	opt
terävä-älyisesti	PCLE_TYHMÄSTI	opt
tiedottomasti	PCLE_NOPEASTI	opt
tieteellisesti	PCLE_TYHMÄSTI	opt
tietoisesti	PCLE_NOPEASTI	opt
tietokoneavusteisesti	PCLE_NOPEASTI	opt
tietopuolisesti	PCLE_NOPEASTI	opt
tietoteknisesti	PCLE_TYHMÄSTI	opt
tiettävästi	PCLE_TYHMÄSTI	opt
tietysti	PCLE_TYHMÄSTI	opt
tietävästi	PCLE_TYHMÄSTI	opt
tiheästi	PCLE_TYHMÄSTI	opt
tiiviisti	PCLE_TYHMÄSTI	opt
tilapäisesti	PCLE_TYHMÄSTI	opt
tilastollisesti	PCLE_NOPEASTI	opt
tilastotieteellisesti	PCLE_NOPEASTI	opt
tilavasti	PCLE_NOPEASTI	opt
tinkimättömästi	PCLE_TYHMÄSTI	opt
tipoittain	PCLE_NOPEASTI	opt
tiukasti	PCLE_NOPEASTI	opt
tiukkapipoisesti	PCLE_NOPEASTI	opt
todella	PCLE_KOTONA	opt
todellisesti	PCLE_NOPEASTI	opt
todellisuudentajuisesti	PCLE_NOPEASTI	opt
todenmukaisesti	PCLE_NOPEASTI	opt
todennäköisesti	PCLE_TYHMÄSTI	opt
todesti	PCLE_NOPEASTI	opt
todisteellisesti	PCLE_NOPEASTI	opt
toimekkaasti	PCLE_NOPEASTI	opt
toimeliaasti	PCLE_NOPEASTI	opt
toisinsanoen	PCLE_VALTAAN	opt
toissijaisesti	PCLE_NOPEASTI	opt
toistuvasti	PCLE_NOPEASTI	opt
toiveikkaasti	PCLE_NOPEASTI	opt
toivottavasti	PCLE_NOPEASTI	opt
toivottomasti	PCLE_NOPEASTI	opt
tolerantisti	PCLE_NOPEASTI	opt
tolkuttomasti	PCLE_NOPEASTI	opt
tomerasti	PCLE_NOPEASTI	opt
tonaalisesti	PCLE_NOPEASTI	opt
tonneittain	PCLE_NOPEASTI	opt
topakasti	PCLE_NOPEASTI	opt
topografisesti	PCLE_NOPEASTI	opt
torjuvasti	PCLE_NOPEASTI	opt
tosiasiallisesti	PCLE_NOPEASTI	opt
tosikkomaisesti	PCLE_NOPEASTI	opt
tota	PCLE_KOTONA	opt
totaalisesti	PCLE_NOPEASTI	opt
totalitaarisesti	PCLE_NOPEASTI	opt
totisesti	PCLE_NOPEASTI	opt
tottelemattomasti	PCLE_NOPEASTI	opt
tottelevaisesti	PCLE_NOPEASTI	opt
totuudellisesti	PCLE_NOPEASTI	opt
totuudenmukaisesti	PCLE_NOPEASTI	opt
touhukkaasti	PCLE_NOPEASTI	opt
toverillisesti	PCLE_NOPEASTI	opt
traagisesti	PCLE_NOPEASTI	opt
traditionaalisesti	PCLE_NOPEASTI	opt
trendikkäästi	PCLE_TYHMÄSTI	opt
triviaalisti	PCLE_NOPEASTI	opt
tuhannesti	PCLE_NOPEASTI	opt
tuhansittain	PCLE_NOPEASTI	opt
tuhatkertaisesti	PCLE_NOPEASTI	opt
tuhdisti	PCLE_NOPEASTI	opt
tuhmasti	PCLE_NOPEASTI	opt
tuhoisasti	PCLE_NOPEASTI	opt
tuhottomasti	PCLE_NOPEASTI	opt
tuhruisesti	PCLE_NOPEASTI	opt
tuikeasti	PCLE_NOPEASTI	opt
tuimasti	PCLE_NOPEASTI	opt
tuittupäisesti	PCLE_TYHMÄSTI	opt
tukalasti	PCLE_NOPEASTI	opt
tukevasti	PCLE_NOPEASTI	opt
tukkoisesti	PCLE_NOPEASTI	opt
tukuittain	PCLE_NOPEASTI	opt
tulisesti	PCLE_NOPEASTI	opt
tulkinnanvaraisesti	PCLE_NOPEASTI	opt
tullittomasti	PCLE_NOPEASTI	opt
tuloksekkaasti	PCLE_NOPEASTI	opt
tuloksellisesti	PCLE_NOPEASTI	opt
tungettelevasti	PCLE_NOPEASTI	opt
tunkeilevasti	PCLE_NOPEASTI	opt
tunneittain	PCLE_NOPEASTI	opt
tunnekylläisesti	PCLE_TYHMÄSTI	opt
tunneperäisesti	PCLE_TYHMÄSTI	opt
tunnetusti	PCLE_NOPEASTI	opt
tunnokkaasti	PCLE_NOPEASTI	opt
tunnollisesti	PCLE_NOPEASTI	opt
tunnontarkasti	PCLE_NOPEASTI	opt
tunnottomasti	PCLE_NOPEASTI	opt
tunnustuksellisesti	PCLE_NOPEASTI	opt
tunteellisesti	PCLE_NOPEASTI	opt
tunteenomaisesti	PCLE_NOPEASTI	opt
tunteettomasti	PCLE_NOPEASTI	opt
tunteikkaasti	PCLE_NOPEASTI	opt
-tunteisesti	PCLE_NOPEASTI	opt
-tuntoisesti	PCLE_NOPEASTI	opt
tuntuisesti	PCLE_NOPEASTI	opt
tuntuvasti	PCLE_NOPEASTI	opt
tuopeittain	PCLE_NOPEASTI	opt
tuoreesti	PCLE_NOPEASTI	opt
tuottamattomasti	PCLE_NOPEASTI	opt
tuottamuksellisesti	PCLE_NOPEASTI	opt
tuottavasti	PCLE_NOPEASTI	opt
tuotteliaasti	PCLE_NOPEASTI	opt
tuottoisasti	PCLE_NOPEASTI	opt
tuplasti	PCLE_NOPEASTI	opt
turhamaisesti	PCLE_NOPEASTI	opt
turhanpäiväisesti	PCLE_TYHMÄSTI	opt
turhantarkasti	PCLE_NOPEASTI	opt
turkasesti	PCLE_NOPEASTI	opt
turmiollisesti	PCLE_NOPEASTI	opt
turvallisesti	PCLE_NOPEASTI	opt
tusinoittain	PCLE_NOPEASTI	opt
tuskaisasti	PCLE_NOPEASTI	opt
tuskaisesti	PCLE_NOPEASTI	opt
tuskallisesti	PCLE_NOPEASTI	opt
tuskattomasti	PCLE_NOPEASTI	opt
tutkivasti	PCLE_NOPEASTI	opt
tuttavallisesti	PCLE_NOPEASTI	opt
tutunomaisesti	PCLE_NOPEASTI	opt
tutusti	PCLE_NOPEASTI	opt
tuulenpitävästi	PCLE_TYHMÄSTI	opt
tyhjentävästi	PCLE_TYHMÄSTI	opt
tyhjänpäiväisesti	PCLE_TYHMÄSTI	opt
tyhmänrohkeasti	PCLE_NOPEASTI	opt
tyhmästi	PCLE_TYHMÄSTI	opt
tylpästi	PCLE_TYHMÄSTI	opt
tylysti	PCLE_TYHMÄSTI	opt
tympeästi	PCLE_TYHMÄSTI	opt
tynnyreittäin	PCLE_TYHMÄSTI	opt
typerästi	PCLE_TYHMÄSTI	opt
tyrannimaisesti	PCLE_NOPEASTI	opt
tyttömäisesti	PCLE_TYHMÄSTI	opt
tyydyttävästi	PCLE_TYHMÄSTI	opt
tyylikkäästi	PCLE_TYHMÄSTI	opt
tyylillisesti	PCLE_TYHMÄSTI	opt
tyylinmukaisesti	PCLE_NOPEASTI	opt
tyylisesti	PCLE_TYHMÄSTI	opt
tyylittömästi	PCLE_TYHMÄSTI	opt
tyynesti	PCLE_TYHMÄSTI	opt
tyypeittäin	PCLE_TYHMÄSTI	opt
tyypillisesti	PCLE_TYHMÄSTI	opt
tyytymättömästi	PCLE_TYHMÄSTI	opt
tyytyväisesti	PCLE_TYHMÄSTI	opt
työläästi	PCLE_TYHMÄSTI	opt
tähdellisesti	PCLE_TYHMÄSTI	opt
tähysteisesti	PCLE_TYHMÄSTI	opt
täpärästi	PCLE_TYHMÄSTI	opt
tärkeilevästi	PCLE_TYHMÄSTI	opt
tärkeästi	PCLE_TYHMÄSTI	opt
täsmällisesti	PCLE_TYHMÄSTI	opt
tätimäisesti	PCLE_TYHMÄSTI	opt
täydellisesti	PCLE_TYHMÄSTI	opt
täydesti	PCLE_TYHMÄSTI	opt
täysilukuisesti	PCLE_NOPEASTI	opt
täysimittaisesti	PCLE_NOPEASTI	opt
täysimääräisesti	PCLE_TYHMÄSTI	opt
täysipainoisesti	PCLE_NOPEASTI	opt
täysipäiväisesti	PCLE_TYHMÄSTI	opt
täysitehoisesti	PCLE_NOPEASTI	opt
täysivaltaisesti	PCLE_NOPEASTI	opt
täysivoimaisesti	PCLE_NOPEASTI	opt
täyspäisesti	PCLE_TYHMÄSTI	opt
täyspäiväisesti	PCLE_TYHMÄSTI	opt
täyteläisesti	PCLE_TYHMÄSTI	opt
töhryisesti	PCLE_TYHMÄSTI	opt
tökerösti	PCLE_TYHMÄSTI	opt
törkeästi	PCLE_TYHMÄSTI	opt
törkyisesti	PCLE_TYHMÄSTI	opt
töykeästi	PCLE_TYHMÄSTI	opt
uhkaavasti	PCLE_NOPEASTI	opt
